run_dir,method,method_display_name,num_qubits,h,j,ansatz,reps,entanglement,iterations,learning_rate,shots,seed,final_energy,best_energy,final_absolute_error,best_absolute_error,final_relative_error,best_relative_error,best_step,exact_ground_energy,nominal_total_quantum_evals,elapsed_s,git_commit,started_utc,finished_utc
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-8__h-2p0__seed-4,qnspsa_psr,QN-SPSA+PSR,8,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,4,-16.842257702494212,-16.842257702494212,0.1759067677863264,0.1759067677863264,0.010336412489932098,0.010336412489932098,500,-17.01816447028054,26000,124.25076580047607,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:28:15.980335+00:00,2026-05-31T21:30:20.231149+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-8__h-2p0__seed-5,qnspsa_psr,QN-SPSA+PSR,8,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,5,-16.86316503059527,-16.86316503059527,0.15499943968526964,0.15499943968526964,0.009107882342772688,0.009107882342772688,500,-17.01816447028054,26000,122.94415712356567,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:28:17.479190+00:00,2026-05-31T21:30:20.423394+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-8__h-2p0__seed-6,qnspsa_psr,QN-SPSA+PSR,8,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,6,-16.47608622268607,-16.47608622268607,0.5420782475944677,0.5420782475944677,0.03185292095050082,0.03185292095050082,500,-17.01816447028054,26000,123.8527283668518,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:28:19.015258+00:00,2026-05-31T21:30:22.868050+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-9__h-2p0__seed-0,qnspsa_psr,QN-SPSA+PSR,9,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,0,-19.001260272894502,-19.001260272894502,0.14321929898494545,0.14321929898494545,0.007480971130461781,0.007480971130461781,500,-19.144479571879447,29000,152.6448335647583,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:28:51.003892+00:00,2026-05-31T21:31:23.648789+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-9__h-2p0__seed-1,qnspsa_psr,QN-SPSA+PSR,9,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,1,-19.002498449895647,-19.002498449895647,0.1419811219838003,0.1419811219838003,0.007416295723825819,0.007416295723825819,500,-19.144479571879447,29000,156.7191002368927,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:28:54.902504+00:00,2026-05-31T21:31:31.621665+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-9__h-2p0__seed-2,qnspsa_psr,QN-SPSA+PSR,9,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,2,-18.997653854726906,-18.997653854726906,0.14682571715254156,0.14682571715254156,0.007669350143537353,0.007669350143537353,500,-19.144479571879447,29000,161.28221726417542,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:29:09.332604+00:00,2026-05-31T21:31:50.614889+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-9__h-2p0__seed-3,qnspsa_psr,QN-SPSA+PSR,9,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,3,-18.996373795279258,-18.996373795279258,0.14810577660018964,0.14810577660018964,0.007736213253753643,0.007736213253753643,500,-19.144479571879447,29000,155.93975520133972,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:29:58.715101+00:00,2026-05-31T21:32:34.654912+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-9__h-2p0__seed-4,qnspsa_psr,QN-SPSA+PSR,9,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,4,-18.963395799979846,-18.963395799979846,0.18108377189960123,0.18108377189960123,0.00945879835592856,0.00945879835592856,500,-19.144479571879447,29000,150.38545966148376,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:29:59.111064+00:00,2026-05-31T21:32:29.496573+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-9__h-2p0__seed-5,qnspsa_psr,QN-SPSA+PSR,9,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,5,-18.78562125526323,-18.78562125526323,0.35885831661621737,0.35885831661621737,0.018744741285280475,0.018744741285280475,500,-19.144479571879447,29000,161.5271508693695,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:30:05.838577+00:00,2026-05-31T21:32:47.365793+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_psr__ansatz-RealAmplitudes__n-9__h-2p0__seed-6,qnspsa_psr,QN-SPSA+PSR,9,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,6,-18.882842319050585,-18.882842319050585,0.2616372528288622,0.2616372528288622,0.013666459401339412,0.013666459401339412,500,-19.144479571879447,29000,149.88425493240356,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:30:07.828420+00:00,2026-05-31T21:32:37.712744+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-10__h-2p0__seed-0,qnspsa_spsa,QN-SPSA+SPSA,10,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,0,-18.432626980103137,-18.432626980103137,2.8385818385927664,2.8385818385927664,0.13344713329586852,0.13344713329586852,500,-21.271208818695904,3000,642.8176598548889,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:50:25.088808+00:00,2026-05-31T22:01:07.906504+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-10__h-2p0__seed-1,qnspsa_spsa,QN-SPSA+SPSA,10,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,1,-17.608353652164226,-17.608353652164226,3.6628551665316778,3.6628551665316778,0.17219779081442163,0.17219779081442163,500,-21.271208818695904,3000,532.3192746639252,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:50:29.460056+00:00,2026-05-31T21:59:21.779370+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-10__h-2p0__seed-2,qnspsa_spsa,QN-SPSA+SPSA,10,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,2,-16.328375714905608,-16.52675078514064,4.942833103790296,4.744458033555265,0.2323719891013383,0.22304599959477708,499,-21.271208818695904,3000,784.0886569023132,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:51:05.511655+00:00,2026-05-31T22:04:09.600355+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-10__h-2p0__seed-3,qnspsa_spsa,QN-SPSA+SPSA,10,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,3,-17.72681165112522,-17.789194885039848,3.5443971675706827,3.482013933656056,0.16662885488930962,0.16369610036433893,444,-21.271208818695904,3000,731.9408812522888,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:52:57.740337+00:00,2026-05-31T22:05:09.681255+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-10__h-2p0__seed-4,qnspsa_spsa,QN-SPSA+SPSA,10,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,4,-17.85195562278243,-18.06464326863363,3.4192531959134733,3.2065655500622725,0.160745598666127,0.15074674774683824,372,-21.271208818695904,3000,360.2963569164276,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:54:01.596160+00:00,2026-05-31T22:00:01.892557+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-10__h-2p0__seed-5,qnspsa_spsa,QN-SPSA+SPSA,10,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,5,-19.429655737804513,-19.429655737804513,1.8415530808913907,1.8415530808913907,0.0865749143167075,0.0865749143167075,500,-21.271208818695904,3000,530.9674015045166,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:54:47.776588+00:00,2026-05-31T22:03:38.744029+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-10__h-2p0__seed-6,qnspsa_spsa,QN-SPSA+SPSA,10,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,6,-18.190922353978102,-19.25079173019008,3.080286464717801,2.0204170885058232,0.14481012766939907,0.09498365164512973,397,-21.271208818695904,3000,578.0102741718292,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:55:23.806322+00:00,2026-05-31T22:05:01.816633+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-11__h-2p0__seed-0,qnspsa_spsa,QN-SPSA+SPSA,11,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,0,-18.352029597783343,-18.427308924758407,5.046099467540053,4.970820140564989,0.21566251957377638,0.21244519707910609,495,-23.398129065323396,3000,617.593211889267,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:55:39.991181+00:00,2026-05-31T22:05:57.584435+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-11__h-2p0__seed-1,qnspsa_spsa,QN-SPSA+SPSA,11,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,1,-19.193051106547568,-19.49500148438905,4.205077958775828,3.9031275809343455,0.17971855557493513,0.16681366147000518,432,-23.398129065323396,3000,1437.6809186935425,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:58:27.278966+00:00,2026-05-31T22:22:24.959925+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-11__h-2p0__seed-2,qnspsa_spsa,QN-SPSA+SPSA,11,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,2,-19.64080002045122,-19.727731056103526,3.7573290448721757,3.67039800921987,0.16058245658797693,0.1568671580096329,469,-23.398129065323396,3000,878.0441448688507,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:59:34.550242+00:00,2026-05-31T22:14:12.594497+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-11__h-2p0__seed-3,qnspsa_spsa,QN-SPSA+SPSA,11,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,3,-16.44551177950593,-18.790483332121457,6.952617285817464,4.607645733201938,0.2971441548342177,0.19692368224562803,481,-23.398129065323396,3000,983.3147497177124,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:00:08.403603+00:00,2026-05-31T22:16:31.718416+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-11__h-2p0__seed-4,qnspsa_spsa,QN-SPSA+SPSA,11,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,4,-17.712920768389147,-17.712920768389147,5.685208296934249,5.685208296934249,0.24297704662890623,0.24297704662890623,500,-23.398129065323396,3000,834.355566740036,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:01:24.965352+00:00,2026-05-31T22:15:19.320963+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-11__h-2p0__seed-5,qnspsa_spsa,QN-SPSA+SPSA,11,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,5,-17.682651907358782,-18.76250824264973,5.715477157964614,4.6356208226736655,0.24427069113124483,0.19811929448426582,485,-23.398129065323396,3000,876.3035762310028,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:01:33.541844+00:00,2026-05-31T22:16:09.845460+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-11__h-2p0__seed-6,qnspsa_spsa,QN-SPSA+SPSA,11,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,6,-15.762977280071958,-16.533604664489467,7.635151785251438,6.864524400833929,0.3263146281455008,0.2933792006048605,413,-23.398129065323396,3000,600.3570175170898,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:03:55.733343+00:00,2026-05-31T22:13:56.090408+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-12__h-2p0__seed-0,qnspsa_spsa,QN-SPSA+SPSA,12,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,0,-19.061286811167136,-20.16131177527288,6.463851490880884,5.363826526775142,0.25323472940251435,0.21013897998526312,491,-25.52513830204802,3000,1880.5904276371002,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:04:33.718856+00:00,2026-05-31T22:35:54.309324+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-12__h-2p0__seed-1,qnspsa_spsa,QN-SPSA+SPSA,12,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,1,-19.160059884268854,-19.31569693616947,6.365078417779166,6.209441365878551,0.24936509030661988,0.24326768742249413,487,-25.52513830204802,3000,2021.4727561473846,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:05:22.838067+00:00,2026-05-31T22:39:04.310886+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-12__h-2p0__seed-2,qnspsa_spsa,QN-SPSA+SPSA,12,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,2,-17.681305957470865,-18.224458936814887,7.843832344577155,7.300679365233133,0.3072983288771369,0.28601918935136034,479,-25.52513830204802,3000,1192.512202501297,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:05:41.464080+00:00,2026-05-31T22:25:33.976340+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-12__h-2p0__seed-3,qnspsa_spsa,QN-SPSA+SPSA,12,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,3,-19.708561085464602,-19.904180104771438,5.816577216583418,5.6209581972765825,0.22787642314622533,0.2202126441299471,498,-25.52513830204802,3000,1011.0668351650238,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:06:19.853492+00:00,2026-05-31T22:23:10.920373+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-12__h-2p0__seed-4,qnspsa_spsa,QN-SPSA+SPSA,12,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,4,-19.4742344484289,-19.4742344484289,6.050903853619122,6.050903853619122,0.23705665301463322,0.23705665301463322,500,-25.52513830204802,3000,1217.0693924427032,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:14:21.442189+00:00,2026-05-31T22:34:38.511621+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-12__h-2p0__seed-5,qnspsa_spsa,QN-SPSA+SPSA,12,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,5,-19.185860460840285,-19.231488600008678,6.3392778412077355,6.2936497020393425,0.2483542994436626,0.24656672287391168,495,-25.52513830204802,3000,1218.1465187072754,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:14:39.511524+00:00,2026-05-31T22:34:57.658085+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-12__h-2p0__seed-6,qnspsa_spsa,QN-SPSA+SPSA,12,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,6,-19.942383043285027,-20.126309450281667,5.582755258762994,5.398828851766353,0.21871596512819125,0.211510268343313,484,-25.52513830204802,3000,1644.6481635570526,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T22:15:48.337539+00:00,2026-05-31T22:43:12.985737+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-6__h-2p0__seed-0,qnspsa_spsa,QN-SPSA+SPSA,6,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,0,-12.245646178134194,-12.245681036784777,0.5237429490731351,0.5237080904225522,0.04101550542909001,0.041012775568621686,499,-12.76938912720733,3000,151.91101694107056,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:39:01.445948+00:00,2026-05-31T21:41:33.357000+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-6__h-2p0__seed-1,qnspsa_spsa,QN-SPSA+SPSA,6,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,1,-12.241651587521325,-12.241651587521325,0.5277375396860045,0.5277375396860045,0.04132833093492084,0.04132833093492084,500,-12.76938912720733,3000,123.21750593185425,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:39:27.783931+00:00,2026-05-31T21:41:31.001476+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-6__h-2p0__seed-2,qnspsa_spsa,QN-SPSA+SPSA,6,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,2,-12.31907535966295,-12.319660833259384,0.4503137675443796,0.44972829394794545,0.03526509867139301,0.03521924889811085,499,-12.76938912720733,3000,125.39027380943298,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:39:43.671096+00:00,2026-05-31T21:41:49.061403+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-6__h-2p0__seed-3,qnspsa_spsa,QN-SPSA+SPSA,6,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,3,-12.266605121510345,-12.267114502159593,0.5027840056969843,0.5022746250477361,0.03937416274876599,0.03933427198780838,495,-12.76938912720733,3000,113.2608995437622,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:41:34.412618+00:00,2026-05-31T21:43:27.673555+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-6__h-2p0__seed-4,qnspsa_spsa,QN-SPSA+SPSA,6,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,4,-12.222261414151697,-12.222265391547412,0.547127713055632,0.5471237356599179,0.04284681965638313,0.042846508177449054,498,-12.76938912720733,3000,94.65788865089417,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:41:39.938130+00:00,2026-05-31T21:43:14.596056+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-6__h-2p0__seed-5,qnspsa_spsa,QN-SPSA+SPSA,6,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,5,-12.245313930646622,-12.245325766018881,0.5240751965607071,0.524063361188448,0.04104152448797076,0.04104059763296295,499,-12.76938912720733,3000,88.30522727966309,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:41:52.800210+00:00,2026-05-31T21:43:21.105467+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-6__h-2p0__seed-6,qnspsa_spsa,QN-SPSA+SPSA,6,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,6,-12.379182972516574,-12.379182972516574,0.39020615469075537,0.39020615469075537,0.03055793435406832,0.03055793435406832,500,-12.76938912720733,3000,99.83502769470215,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:42:48.673103+00:00,2026-05-31T21:44:28.508159+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-7__h-2p0__seed-0,qnspsa_spsa,QN-SPSA+SPSA,7,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,0,-14.166448416124597,-14.166448416124597,0.7263108835798722,0.7263108835798722,0.048769396521052014,0.048769396521052014,500,-14.892759299704469,3000,161.14521098136902,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:43:18.949374+00:00,2026-05-31T21:46:00.094621+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-7__h-2p0__seed-1,qnspsa_spsa,QN-SPSA+SPSA,7,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,1,-14.28836158387289,-14.288774109732367,0.6043977158315794,0.6039851899721018,0.04058332668034009,0.04055562692026368,497,-14.892759299704469,3000,155.2661325931549,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:43:25.317333+00:00,2026-05-31T21:46:00.583497+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-7__h-2p0__seed-2,qnspsa_spsa,QN-SPSA+SPSA,7,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,2,-14.281498789555513,-14.281498789555513,0.6112605101489557,0.6112605101489557,0.041044140837023096,0.041044140837023096,500,-14.892759299704469,3000,171.2213637828827,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:43:32.494376+00:00,2026-05-31T21:46:23.715785+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-7__h-2p0__seed-3,qnspsa_spsa,QN-SPSA+SPSA,7,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,3,-14.300623013569126,-14.300623301642407,0.592136286135343,0.5921359980620622,0.03976001184327831,0.039759992500101204,499,-14.892759299704469,3000,157.4402153491974,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:43:39.056983+00:00,2026-05-31T21:46:16.497233+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-7__h-2p0__seed-4,qnspsa_spsa,QN-SPSA+SPSA,7,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,4,-14.645748400222091,-14.645748400222091,0.24701089948237787,0.24701089948237787,0.01658597272080262,0.01658597272080262,500,-14.892759299704469,3000,118.4877393245697,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:43:40.019638+00:00,2026-05-31T21:45:38.507408+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-7__h-2p0__seed-5,qnspsa_spsa,QN-SPSA+SPSA,7,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,5,-14.403139997220556,-14.403139997220556,0.48961930248391283,0.48961930248391283,0.0328763322249913,0.0328763322249913,500,-14.892759299704469,3000,145.91559839248657,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:44:31.307372+00:00,2026-05-31T21:46:57.223002+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-7__h-2p0__seed-6,qnspsa_spsa,QN-SPSA+SPSA,7,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,6,-14.099444560463674,-14.10377705378218,0.7933147392407953,0.7889822459222895,0.053268485931719706,0.05297757319813434,488,-14.892759299704469,3000,272.9347195625305,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:44:55.564065+00:00,2026-05-31T21:49:28.498820+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-8__h-2p0__seed-0,qnspsa_spsa,QN-SPSA+SPSA,8,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,0,-16.24016941701067,-16.24567537098253,0.7779950532698692,0.77248909929801,0.045715567893853136,0.04539203394390957,499,-17.01816447028054,3000,277.196013212204,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:45:07.710059+00:00,2026-05-31T21:49:44.906111+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-8__h-2p0__seed-1,qnspsa_spsa,QN-SPSA+SPSA,8,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,1,-15.83357966828135,-15.875727240747192,1.184584801999188,1.1424372295333463,0.06960708389367568,0.06713046119212371,495,-17.01816447028054,3000,201.70888209342957,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:45:10.794922+00:00,2026-05-31T21:48:32.503850+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-8__h-2p0__seed-2,qnspsa_spsa,QN-SPSA+SPSA,8,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,2,-15.507976982076308,-15.751857052811616,1.510187488204231,1.2663074174689228,0.08873973987274175,0.07440916555250851,495,-17.01816447028054,3000,220.2666938304901,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:45:34.709697+00:00,2026-05-31T21:49:14.976427+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-8__h-2p0__seed-3,qnspsa_spsa,QN-SPSA+SPSA,8,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,3,-15.927749954793152,-15.930988129989123,1.090414515487387,1.0871763402914159,0.06407356782757735,0.06388329024496107,497,-17.01816447028054,3000,279.27312564849854,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:45:41.438650+00:00,2026-05-31T21:50:20.711810+00:00
results/revision/revision_full_20260531_cluster/revision_full_20260531_cluster__method-qnspsa_spsa__ansatz-RealAmplitudes__n-8__h-2p0__seed-4,qnspsa_spsa,QN-SPSA+SPSA,8,2.0,1.0,RealAmplitudes,2,reverse_linear,500,0.01,,4,-16.008443956728016,-16.008443956728016,1.009720513552523,1.009720513552523,0.05933192826499214,0.05933192826499214,500,-17.01816447028054,3000,213.67202520370483,840a9c354e2bc6ed89941ba7d943831d7d0e3af2,2026-05-31T21:46:04.225277+00:00,2026-05-31T21:49:37.897358+00:00
