Parameters 
 
[-0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5] 
[-0.5219705646432133, -0.515544542989352, -0.5001690795279553, -0.5127680507253531, -0.494831239890585, -0.4637717068518487, -0.4549353933508209, -0.4695864296448401, -0.4531999171560012, -0.4705245092557166, -0.45088277311049835, -0.47216948913838364] 
[-0.6921203448440397, -0.520068962382492, -0.49372330866290143, -0.5235708491395463, -0.5012970743722602, -0.4029275460178072, -0.4026067798790015, -0.4084750304045315, -0.2429613659287583, -0.4103697031022048, -0.37365667252885554, -0.41181282945405934] 
[-0.9046728881302059, -0.5613662119980942, -0.49463743834139307, -0.5363377199464825, -0.5253753440559328, -0.3395668393969017, -0.34559108332445854, -0.31381361488824205, -0.030732997057045824, -0.3111678694955202, -0.2893640659222356, -0.3726377330306147] 
[-0.9826119371255254, -0.5942113861772559, -0.4875933503996918, -0.5607566678346908, -0.519088490616041, -0.2702714137097, -0.2497239848140198, -0.26830864163211493, 0.11119415423342732, -0.2468236491687873, -0.26264092328954913, -0.2725695116208451] 
[-1.0710127078736198, -0.6546059850324664, -0.5081879547624106, -0.5747260877790973, -0.5078964836990815, -0.15618241199509886, -0.12387677855866941, -0.22103259298189926, 0.28731351364041163, -0.16771664201797237, -0.2683603418891502, -0.14288646720284978] 
[-1.1101840742983755, -0.6198282664937871, -0.4924172588113326, -0.5865227321508153, -0.4830150578608262, -0.09940610469854891, -0.03539347582888827, -0.2377533672351087, 0.3953196898283562, -0.08715584457232059, -0.21631081839038252, -0.04474623955619242] 
[-1.109926121814282, -0.6121972038880152, -0.46403634270371985, -0.6099958097136933, -0.4660353427405401, -0.019158718695806973, 0.03217634877049157, -0.21701221939942453, 0.483212494753291, -0.0651315886168404, -0.15456285593138513, 0.0603284674558137] 
[-1.0951629789278148, -0.6069536875979784, -0.4340996657929583, -0.6306289776947854, -0.4406309158918511, 0.06191142682639594, 0.09568713943032885, -0.20038840424579987, 0.5597048702141623, -0.027209719817567528, -0.09089950965650626, 0.1586031099758172] 
[-1.0427926103083296, -0.5859446917559679, -0.4254190916128635, -0.6400255833315519, -0.3924962615842769, 0.13267752271358987, 0.12886448221434463, -0.17948109169692575, 0.6314694798455, 0.0028840428704390957, -0.02296392182904937, 0.26143133662822715] 
[-0.9124982205659433, -0.6074595205629284, -0.4202067425462326, -0.6677561508606883, -0.30649946543270845, 0.1727490332015356, 0.1586275539936705, -0.1520974273577896, 0.7387012227064632, 0.07703844076636265, 0.06127934469651583, 0.40317447677105084] 
[-0.8067977827973963, -0.611886359774236, -0.3780718743264236, -0.7067939982314392, -0.23481899772650092, 0.19605786954426627, 0.20070266346331664, -0.12034629477873815, 0.815511445587873, 0.12605572767550244, 0.1463702354696959, 0.5054550150092085] 
