Parameters 
 
[-0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5] 
[-0.5062105673137111, -0.49592348465018327, -0.4992920216945879, -0.4960370245180237, -0.5028263941165662, -0.48866492575109477, -0.5268707469673917, -0.42955777435246756, -0.4269316579541479, -0.45473222697451754, -0.4405604465027008, -0.4459049731692297, -0.4455877128987099, -0.44113216989526166, -0.4534545232266618, -0.4246663385904528] 
[-0.50766951339741, -0.4885062701364878, -0.4954081863585099, -0.4888508042213387, -0.5023374325737543, -0.47351182508303324, -0.5471141767904708, -0.35683550820106463, -0.35266045241093086, -0.4118587395530592, -0.3816046367646671, -0.3920986370244049, -0.3937855274474323, -0.37988861767028476, -0.4134811254480978, -0.3444246503874583] 
[-0.504077978364763, -0.47793365441955327, -0.48821721398204687, -0.4785909169914587, -0.4981954417097363, -0.45542555900133275, -0.559545988908436, -0.28401503239639353, -0.27841872064055195, -0.37078791741836353, -0.3236288858814941, -0.3387331661584962, -0.3445561881055855, -0.3170470826124255, -0.3792850064532155, -0.26137389671277494] 
[-0.49547836353326896, -0.4644739779424069, -0.47767215429285126, -0.4654893959389673, -0.4901918833538777, -0.43541546467394204, -0.5635309668584605, -0.21341057231729604, -0.20544277323398358, -0.33080236733951235, -0.2670490508297373, -0.2860627142580989, -0.2974530768690336, -0.25393117534052256, -0.34890309464140146, -0.1784166611967371] 
[-0.48222926134724003, -0.4484464257614868, -0.46382978145211695, -0.44983012793135463, -0.4782844664206414, -0.4144411734759779, -0.559036278062066, -0.14714314470430617, -0.13482689147344729, -0.2911833653077583, -0.21217461541494598, -0.2343948918008102, -0.25176187561267244, -0.19213198843548557, -0.31962516209206404, -0.09886101727016464] 
[-0.46491555170603854, -0.4301933239952661, -0.4468610612619179, -0.43191933797493537, -0.46260665337023094, -0.3932576954437332, -0.5465626361928936, -0.08680563672991992, -0.06740849233991018, -0.25131847002685453, -0.15920962268480215, -0.18400640065581048, -0.2067283800532486, -0.1331186526124751, -0.28872256295780485, -0.025720991400467755] 
[-0.4442290290387614, -0.41006051368030194, -0.4270480650583931, -0.4120644049328612, -0.4434509470794624, -0.37233076285418615, -0.5269833227397703, -0.03324609411370641, -0.00371749872809618, -0.21076656352304388, -0.10826897938408359, -0.13506815984835122, -0.1617709127546813, -0.07790937652617462, -0.25415758443229436, 0.038962682972737375] 
[-0.4208659678224636, -0.38838622169896536, -0.404767853637236, -0.3905645189519059, -0.42123786512671757, -0.3518431599680702, -0.5013610159470309, 0.01344726437739692, 0.056006804458211094, -0.16927568155219014, -0.059394074612247154, -0.08761795499239339, -0.11658807958691365, -0.02693786205310822, -0.21493985466046978, 0.094429924166139] 
[-0.3954689878858709, -0.36549632663771886, -0.3804674750667235, -0.3677111477499617, -0.39648198231531, -0.33176939342991724, -0.4708064366936842, 0.05378170380195715, 0.1117564111632666, -0.12676689393513757, -0.012560884992853037, -0.04158365591356137, -0.07114782586133375, 0.019882176028774304, -0.17105940918785872, 0.1410554057731069] 
[-0.3686104537371375, -0.34170297227245383, -0.3546349863962197, -0.3437928825372714, -0.3697591718821939, -0.31197322687122603, -0.4364002726767141, 0.08861502487678743, 0.1636844315130626, -0.08330177938114539, 0.03231525340046026, 0.003167823706685488, -0.025606669803156207, 0.06298950362637887, -0.12317641279755073, 0.17994336014165482] 
[-0.34079813929554315, -0.3173039405143778, -0.3277703844072904, -0.3190994846015037, -0.34167417621077384, -0.29229098605829346, -0.39916233364771236, 0.11892671207883433, 0.21204398303647215, -0.03904541890283739, 0.07537123480741496, 0.04678271687603936, 0.01978415025976616, 0.10300057110234642, -0.07228272843413913, 0.21250470578460312] 
[-0.31248541389123435, -0.2925812448243533, -0.30035907727329275, -0.293922215565511, -0.3128277545557761, -0.2725853204235596, -0.3600416710830059, 0.1456546221550582, 0.2571418126143181, 0.0057695582971540385, 0.11678111069441212, 0.08938784645007446, 0.06475333663784472, 0.14057484063476403, -0.0194486795404264, 0.24014822006667388] 
[-0.2840771974834717, -0.2677984161862799, -0.27284967493807216, -0.26854981799745026, -0.2837850076305713, -0.25277068463292535, -0.3199098439298704, 0.1696035250572704, 0.29930503445747075, 0.05087534360191261, 0.15673620804243762, 0.13107529446227711, 0.10905630606551085, 0.17632825367444746, 0.03432710366972653, 0.26410699647853875] 
[-0.2559303999173071, -0.2431967031196695, -0.24563726921894297, -0.24326104057819478, -0.25504805055895174, -0.23281854127438711, -0.27955110612125433, 0.19141064404467256, 0.33885796205645785, 0.09599595583993986, 0.1954247899759911, 0.17190013952792677, 0.1524974884600294, 0.21078629406409657, 0.08818852354635676, 0.2853696871311419] 
[-0.22835109303168435, -0.21899086100742934, -0.21905276601567614, -0.21831538170556547, -0.22703609685443893, -0.21275070957096454, -0.23965056425493184, 0.21154862645045, 0.37610668480722903, 0.14086763875008268, 0.2330154127109213, 0.21188571717264792, 0.19493537309582915, 0.24436514213785693, 0.1414430708265415, 0.30467719181695385] 
[-0.201591299211556, -0.19536536710907154, -0.19335817630335117, -0.19394391525851135, -0.20007470395732302, -0.19262734161952091, -0.2007838297420453, 0.2303489643812098, 0.41132970609739183, 0.18525235186189243, 0.2696463583797286, 0.2510318498455181, 0.23627746179118828, 0.2773710474792777, 0.1935558636420635, 0.32255334188408735] 
[-0.1758475199863409, -0.17247179952658862, -0.16874717309746984, -0.1703418040183149, -0.17439422976957275, -0.1725337576776069, -0.16341124847334457, 0.24803343417129683, 0.4447732587574467, 0.22894507848343953, 0.3054214782944415, 0.2893231896416818, 0.2764707623339917, 0.310010438401, 0.24413138789023134, 0.3393486880105746] 
[-0.15126199252996383, -0.15042784328094622, -0.14534979773569517, -0.1476635598090133, -0.1501361004380337, -0.15256852269232546, -0.1278782238223702, 0.2647455298063618, 0.4766500610145141, 0.2717763287625749, 0.34041131107262884, 0.3267363189766488, 0.3154915710091461, 0.3424054324864856, 0.29289144297505076, 0.35528513723626726] 
[-0.1279266787448384, -0.12931804653255521, -0.1232400087340336, -0.12602145893035444, -0.1273646210558185, -0.13283382936798613, -0.09442155969506193, 0.2805774720217533, 0.5071404375524396, 0.31361138003641664, 0.3746576911180337, 0.3632452371619037, 0.35333659354830743, 0.37461115425833263, 0.33965363643966073, 0.37049520473579656] 
[-0.10588936408987099, -0.10919614708834757, -0.10244479496044223, -0.1054869347678118, -0.10608182149085298, -0.11342841635254633, -0.06318063821048206, 0.2955910226697174, 0.5363949309172764, 0.35434760264068454, 0.4081800758416581, 0.39882534662136737, 0.39001618361285034, 0.40663260197029705, 0.384312243654331, 0.38505346445257715] 
[-0.08516098158559735, -0.09008858664166083, -0.08295375904646639, -0.08609435648842295, -0.08624308567621258, -0.09444279102909611, -0.034211718252860304, 0.30983205778782985, 0.564537734002847, 0.3939108696751218, 0.4409821971706668, 0.4334562064299431, 0.4255496821538767, 0.43843977493954966, 0.42682188489774664, 0.39899999167486766] 
[-0.06572329255890383, -0.071998744615872, -0.06472834041286463, -0.06784640050703664, -0.0677718561143742, -0.07595633312200245, -0.007503597741654031, 0.32333979661577766, 0.5916704550383691, 0.4322516979449173, 0.4730581266868606, 0.4671233121090745, 0.45996244698337924, 0.46998044149446305, 0.4671838589022215, 0.41235671537177854] 
