Parameters 
 
[-0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5] 
[-0.5060398242892006, -0.496348202927184, -0.498514896936698, -0.4977667395884618, -0.4993272683629913, -0.496072271186427, -0.5028616407849696, -0.4887001724194982, -0.526905993635795, -0.4295175651102284, -0.4270234815873031, -0.45480329369254263, -0.44030523491637963, -0.4465215477233678, -0.4441804534982617, -0.4443114498684507, -0.4462835056326011, -0.4408412512859571, -0.45354663642092075, -0.42470778353428457] 
[-0.5073173409983476, -0.489321508222637, -0.49384723814853265, -0.49227815669844, -0.4953776047602247, -0.4889102651652572, -0.502382831139598, -0.4735592103646866, -0.5471588683603128, -0.3567424907860284, -0.3527224302046897, -0.41222216365274184, -0.38067879811076166, -0.3940926108310725, -0.38959475273311617, -0.38854840613369046, -0.39534465118748, -0.3792281152310811, -0.41370134270924075, -0.3444849999000345] 
[-0.5035540267731553, -0.4790805451615575, -0.48593354084150314, -0.48356898161100265, -0.4880521074515697, -0.47866471833495133, -0.4982349494929932, -0.45546727885300964, -0.5595822077281248, -0.2838597220736761, -0.2783288768935226, -0.37163507613296576, -0.3216756889498994, -0.34274093400335126, -0.33642388408371193, -0.33300831984059015, -0.3470750674370715, -0.3159676402178231, -0.3796581024882388, -0.261424536887056] 
[-0.49481268730484157, -0.465877180735896, -0.4747901005196174, -0.4717612886761241, -0.4773514712246951, -0.46556851735006577, -0.49022322883564523, -0.43544279210769793, -0.5635501526775691, -0.2131932552481793, -0.20511136013408354, -0.3322463898878314, -0.26385829327293797, -0.29244767532770377, -0.28470714511277795, -0.27813387317017274, -0.30093386918220044, -0.25242877921408063, -0.349433567587143, -0.1784344083143618] 
[-0.4814681168393959, -0.45002336470540727, -0.4605202345646558, -0.45705046722612236, -0.4633832056559929, -0.44990428477090877, -0.47831928342306906, -0.41445438456455963, -0.5590384366477186, -0.14687712322217283, -0.13421873731456258, -0.29323204696294575, -0.20773435139062546, -0.24316377569345382, -0.2343759493171936, -0.224433523918292, -0.25610606022585675, -0.1902553328802769, -0.32029233311173366, -0.09883816750633595] 
[-0.46411374089275714, -0.4318625924891298, -0.4433172831406348, -0.43969068544344014, -0.44636020943449695, -0.431974178464278, -0.46266633343588026, -0.3932622635511131, -0.5465539550064532, -0.08651473095695232, -0.06654583810566467, -0.2538793506363665, -0.15370154983987927, -0.19482169414936681, -0.18531233537870687, -0.17236214167224065, -0.21175007669764725, -0.1309636846906707, -0.289483768761029, -0.02566763255465772] 
[-0.4434408097601378, -0.4117483510128697, -0.42346054136746186, -0.4199817446989503, -0.42658993805425377, -0.41207984558302774, -0.44356013988014836, -0.3723321370183263, -0.5269729206517005, -0.03295775035019564, -0.0026645075910020077, -0.2136798515725278, -0.10201236909361344, -0.14734618432464325, -0.13740440254751088, -0.1222178175938872, -0.16722622092686962, -0.07560239868672798, -0.25495873254278884, 0.03902502050595939] 
[-0.42013710009806265, -0.3900307866689171, -0.40130359828649687, -0.3982579595191972, -0.40445616124121225, -0.39051555798637827, -0.4214180590404676, -0.3518430164094298, -0.5013577049372661, 0.013709404463638795, 0.05716799605230778, -0.17235869296250847, -0.05276480600525187, -0.10066745343928452, -0.09057558710217244, -0.07410015701324021, -0.12221191216214575, -0.02461328916346303, -0.21572794357121458, 0.09447814879103339] 
[-0.39483186164174205, -0.36704996032250714, -0.37725663587818165, -0.37487850519087207, -0.38039641251370393, -0.36757119134527955, -0.39674696915315094, -0.3317648404054879, -0.4708163791900857, 0.05400251551217316, 0.11294720318013687, -0.12985273295101174, -0.005916083061023841, -0.05473509030294297, -0.04478496658660539, -0.027933948587754137, -0.0766891561044328, 0.02210259419714295, -0.1717917587294069, 0.1410724301908933] 
