Parameters 
 
[-0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5, -0.5] 
[-0.5055264368227663, -0.49762523922663404, -0.496178250319945, -0.5029676199184875, -0.4888061515530161, -0.527011972769313, -0.4293966645870027, -0.4273003735945132, -0.45501507898819105, -0.43954209695239743, -0.44836589994068876, -0.4399707765402097, -0.4538217819557428, -0.42483307116907865] 
[-0.5062562912029497, -0.49176678946333025, -0.4891203654976025, -0.5025062341649397, -0.47370189170887944, -0.5472933903269807, -0.3564623726498996, -0.35291657907596036, -0.4132994994079525, -0.3779363622713913, -0.40001936928109877, -0.37724799228935435, -0.414360819885652, -0.34466792694905135] 
[-0.5019719366028884, -0.4825115793130208, -0.4789681159837063, -0.4983145753469358, -0.45559312226118454, -0.559690850488379, -0.28339085183868007, -0.2780788150102001, -0.37414551925046735, -0.31591343154769613, -0.35464310316210657, -0.3127238696071052, -0.38077892895694665, -0.261578146062762] 
[-0.4927983095617086, -0.47006630289422374, -0.46594598387610414, -0.4902422316570178, -0.4355255437704097, -0.5636062293747757, -0.2125346871334573, -0.20415099356391664, -0.33652544625771214, -0.2544714454731984, -0.31141708540443197, -0.24790114889549725, -0.3510330160985416, -0.17848707714421955] 
[-0.47916054042656914, -0.4547279842799228, -0.45032595822070487, -0.47830767199045215, -0.4144951512447559, -0.5590410081211532, -0.14606628805550037, -0.13244334078202835, -0.2993021663008668, -0.19470209780902978, -0.26922815568528696, -0.184579793150681, -0.3223126880239534, -0.09876430364270151] 
[-0.46167954993654453, -0.43684964994010933, -0.43239582674508426, -0.4626893461054568, -0.39327833642701066, -0.5465210504075385, -0.08562030850731255, -0.0640192924599372, -0.2614667696753193, -0.13756525036079703, -0.2269784596386203, -0.12441566504694926, -0.2918016057571876, -0.025495128528800343] 
[-0.4410462831530929, -0.41680993665039356, -0.4124410594482992, -0.4436983005441349, -0.37234140503791924, -0.5269320703152686, -0.03205972263722928, 0.0004272572283083448, -0.22231422845691434, -0.08370454554639681, -0.18386161716023133, -0.06854623955543737, -0.25741630466126475, 0.039233446741089126] 
[-0.41792356132221903, -0.3949922208104215, -0.39074279459189926, -0.42174660563492894, -0.35185251195650324, -0.501336334010506, 0.014541127139261228, 0.060586938383479484, -0.1815044490523133, -0.033372686131933504, -0.13949680708181475, -0.017437557441499475, -0.21816994782069485, 0.0946541064347855] 
[-0.39290034421015596, -0.37177324259248085, -0.3675859816613276, -0.3973205242792327, -0.3317677918018411, -0.4708346400837134, 0.05472154525233693, 0.11646470124540165, -0.13902076857823892, 0.013531057804097565, -0.09390659363089515, 0.029043374778363933, -0.17409174055695273, 0.14116397824054377] 
[-0.3664897288805183, -0.3475174099371007, -0.34326850614930715, -0.3709579621047093, -0.31193858698218146, -0.4364934190544581, 0.08937569929814392, 0.16827660256822397, -0.09507624194661168, 0.05735718278186705, -0.0474008199576512, 0.07143667349928814, -0.12589656290616136, 0.17990142235525408] 
[-0.33914627442445133, -0.3225727418470469, -0.3181046782731403, -0.34322547185623803, -0.29219874383056343, -0.3993186722639213, 0.1195137216902494, 0.21635499771296474, -0.050014360791897465, 0.09858718758858347, -0.0004384105766068874, 0.11048544545464203, -0.07463076254216233, 0.2123090492770793] 
[-0.3112827289743088, -0.29726628286168505, -0.29242101796677217, -0.31469204887850716, -0.2724171469827078, -0.3602491269596037, 0.14609389449512689, 0.2610791175075629, -0.004228997138443075, 0.13773206127214538, 0.046489111947869505, 0.14697483086293978, -0.021409894298580902, 0.23981805041189952] 
[-0.28327775029430835, -0.27189873658994723, -0.26654570118359056, -0.28590086496640654, -0.2525192981901514, -0.32015060489808395, 0.1699309499520921, 0.3028311618899592, 0.04188976240388923, 0.17526126008344162, 0.09293634162259556, 0.18162688970253899, 0.032735044586899624, 0.26367337013394193] 
[-0.25547486140282416, -0.24673909854852052, -0.24079462069336066, -0.25734258050457326, -0.23248837130078268, -0.2798058785938472, 0.19166370501541685, 0.3419716858743837, 0.08798661920116624, 0.2115630827380743, 0.13854519959511374, 0.2150444233766117, 0.08692840160545585, 0.2848667050295309] 
[-0.2281765603778402, -0.22202026047425943, -0.21545720897092066, -0.22943416920767903, -0.2123555840758247, -0.2399017351545046, 0.21176091099043695, 0.3788275749835523, 0.13375498516821335, 0.2469307999735525, 0.18305659937594243, 0.24769112484435618, 0.14046870314915588, 0.3041360828276597] 
[-0.201637756697589, -0.19793628160667162, -0.1907845520738924, -0.20250592364843398, -0.19218677078226298, -0.20101733262849159, 0.23054736580645976, 0.41368747041683057, 0.1789400860425086, 0.2815664037467365, 0.22630301261276872, 0.27989538474901426, 0.19281959430517345, 0.3219993722948749] 
[-0.1760614175506731, -0.17464161031053752, -0.1669813457220667, -0.17679743812505078, -0.17206913985819408, -0.1636172857148235, 0.24823739454821567, 0.44680131240812926, 0.22333623300312902, 0.3155941294469416, 0.2681915914363721, 0.31186719241447375, 0.24358858749510306, 0.3388002349803398] 
[-0.15159771155662916, -0.15225218274457386, -0.14420223993618173, -0.15246165721335497, -0.15210009178880624, -0.1280511559534568, 0.2649675753198988, 0.478382085351995, 0.26678158798602014, 0.34907769984834996, 0.3086849701707059, 0.3437204587598016, 0.29250267412311165, 0.3547541173175214] 
[-0.1283466494326719, -0.13084809131312775, -0.12255230022533492, -0.12957495986702597, -0.13237866728614742, -0.09455929511926454, 0.2808244020111608, 0.5086087457762032, 0.30915230735521665, 0.38203741295561733, 0.34778395172919535, 0.37549589677964695, 0.33938528519117334, 0.3699881692748665] 
[-0.10636344408734397, -0.11047740091215925, -0.10209077980457401, -0.10815082185813538, -0.11299950065923764, -0.06328380296409297, 0.2958653001704987, 0.5376297900064748, 0.35035695684332535, 0.41446504302967246, 0.3855138704289928, 0.4071818179935084, 0.38413630148697786, 0.3845728908441741] 
[-0.08566551362111173, -0.09116066620653514, -0.08283715373564032, -0.08815474354505007, -0.09404885874538196, -0.03428280428800094, 0.31013312984415947, 0.5655671321635954, 0.39033152111897323, 0.4463357957328936, 0.4219148414764482, 0.43873170098459013, 0.42671535453502335, 0.398545503048139] 
[-0.06624009116643433, -0.07289573742476865, -0.06477835821848142, -0.06951862557738664, -0.075602283573473, -0.0075462085141510225, 0.32366521070780013, 0.5925200516113135, 0.42903505640620554, 0.47761729660143554, 0.4570352970469437, 0.47007826972397204, 0.4671280581128171, 0.41192610757261955] 
[-0.0480516286424259, -0.05566251075415789, -0.04787632720526648, -0.052153401298479375, -0.05772340819183246, 0.016988601099599546, 0.33649822299854026, 0.618569015871611, 0.4664459277870142, 0.5082759493447806, 0.4909279450082018, 0.501144277964933, 0.5054146759846263, 0.42472808675924123] 
[-0.0310484610066785, -0.039427364044963796, -0.03207514515893034, -0.03595932638929088, -0.04046360511741509, 0.03942227100227405, 0.34867029540810907, 0.6437792273705124, 0.502558546804287, 0.5382811284498933, 0.523647333976336, 0.5318504030225433, 0.54164079452029, 0.43696420701468147] 
[-0.015168454065296658, -0.024147105587005696, -0.01730737604355027, -0.02083379197629731, -0.023862215410483195, 0.059880851782654926, 0.36022136777672453, 0.6682037888742247, 0.5373805310880914, 0.5676076787757853, 0.5552483893056486, 0.5621207229626737, 0.5758896764723285, 0.4486497140984255] 
[-0.00034355572572398844, -0.009772343348549553, -0.003499343139746031, -0.006676838524570803, -0.007947176936365437, 0.07850534206010365, 0.37119263646332085, 0.6918864297069569, 0.570930223009565, 0.5962371490931953, 0.5857854888172699, 0.5918862513090409, 0.6082560587076842, 0.4598034616982865] 
[0.013496699189426089, 0.0037497520788373276, 0.009424698652334031, 0.006605282496798931, 0.0072640796269423415, 0.09544341821687985, 0.3816256266274445, 0.7148637769923134, 0.6032345195669366, 0.6241581214584477, 0.6153118200271228, 0.6210869672256961, 0.6388412074546662, 0.4704478598019103] 
[0.026422607691994983, 0.01647326846487154, 0.021539441518517437, 0.01909809093337523, 0.021763565175140005, 0.11084318317191104, 0.39156122199154997, 0.7371671891753506, 0.6343269777898628, 0.6513659303118413, 0.6438788844596628, 0.6496727249337598, 0.6677490676084609, 0.48060820073000554] 
[0.03850248782641418, 0.028451902147557714, 0.03291633012677687, 0.030878006208859266, 0.03555157298281876, 0.1248486679440377, 0.4010388270834322, 0.758824191549898, 0.6642461684003473, 0.6778620014850365, 0.671536091607019, 0.6776033645390795, 0.6950833511924505, 0.4903117332735265] 
[0.04980148268658638, 0.03973776515354043, 0.043622138628972004, 0.042012273264020635, 0.04863548629310528, 0.13759678260094552, 0.410095733802737, 0.7798595661121017, 0.693034255738577, 0.7036529849285765, 0.6983304259542615, 0.704848284458615, 0.720945414930181, 0.4995867122937873] 
[0.06038083688668408, 0.050380570902118546, 0.053718159444914385, 0.05255940380215085, 0.06102860069289302, 0.14921541735457686, 0.41876670216074846, 0.8002961526410138, 0.720735784825643, 0.7287498070869666, 0.7243061874571364, 0.7313856778839395, 0.7454327840297619, 0.5084615487169712] 
[0.0702975236885639, 0.06042712229031161, 0.06325985544468943, 0.06256991749371656, 0.0727489985178757, 0.1598224227240443, 0.4270837322886977, 0.8201554167182075, 0.7473966577153058, 0.7531667296481818, 0.7495048092310856, 0.7572015850008796, 0.7686381906643879, 0.516964116136094] 
[0.07960412345152532, 0.0699210331097682, 0.07229684704311982, 0.07208722771349615, 0.08381850273307431, 0.16952523712039672, 0.43507599108336303, 0.8394578355655693, 0.7730632817070812, 0.7769204704670962, 0.773964753303084, 0.7822888702560064, 0.7906490107147687, 0.5251212273924553] 
